Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1979,4.0,0.0,0.0,0.0,26300.0,0.0,0.0,863727.9547299999,330571.0,29.58,9.21,25.1,82.51
1980,8.0,0.0,0.0,0.0,28298.0,0.0,0.0,802897.92767,348875.8,21.58,-6.69,37.42,109.51
1981,8.0,0.0,0.0,0.0,31978.0,398.23034,61.92641999999999,701505.36623,381698.0,29.94,-2.68,35.75,94.83
1982,7.0,0.0,0.0,0.0,33491.0,1328.40319,207.30121,482230.88456,409045.0,28.57,8.04,31.83,79.5
1983,6.0,0.0,0.0,0.0,35257.0,2495.65468,390.88412999999997,495528.66933,415245.2,26.42,3.35,29.08,70.34
1984,7.0,0.0,0.0,0.0,38442.0,2979.74492,468.3486,525539.93559,439228.2,28.92,6.67,28.75,66.67
1985,9.0,3856.0,0.0,0.0,40658.0,3194.87255,503.94683,575837.82999,437360.6,32.91,16.75,26.92,60.27
1986,8.0,6959.0,0.0,0.0,41795.0,3376.77978,534.54838,517601.24143,388797.2,31.4,11.9,14.44,31.72
1987,9.0,6471.0,0.0,0.0,44164.0,3691.30288,586.42891,541539.5435,347333.0,32.22,13.22,17.75,37.62
1988,12.0,6650.0,0.0,0.0,46698.0,3702.68696,590.35725,637435.2466600001,341185.0,19.84,-10.4,14.87,30.33
1989,10.0,9709.0,0.0,0.0,48814.0,3489.48789,558.36429,649685.11719,321813.0,26.44,-7.61,18.33,35.6
1990,13.0,7874.0,0.0,0.0,51874.0,2922.76532,469.30611,625206.8909,321482.4,27.93,1.29,23.19,42.62
1991,11.0,5859.0,0.0,0.0,53981.0,3417.078960000001,550.66221,705045.33118,330182.4,23.15,-12.86,20.2,35.73
1992,10.0,8491.0,0.0,0.0,56902.0,3040.82529,491.81892999999997,721567.45563,310955.4,33.79,15.33,19.25,33.04
1993,5.0,7900.0,0.0,0.0,58953.0,4379.4403299999985,710.80272,752384.4597100002,287825.0,38.47,28.42,16.75,27.94
1994,10.0,8529.0,0.0,0.0,63304.0,4727.34341,770.08619,789962.0088,271045.6,25.0,0.54,15.66,25.44
1995,11.0,10062.0,0.0,0.0,65282.0,4450.22706,727.4988599999997,802497.79722,253848.6,29.68,8.04,16.75,26.48
1996,11.0,8205.0,0.0,0.0,69616.0,1790.03877,293.66081,788050.2938100002,242376.2,30.76,3.96,20.46,31.4
1997,14.0,8430.0,0.0,0.0,74147.0,3101.45133,510.60765999999995,748588.22658,231043.0,30.29,14.0,18.64,27.98
1998,11.0,10411.0,0.0,0.0,79118.0,3583.78538,592.1185,672278.97288,206137.8,32.31,10.63,11.91,17.6
1999,12.0,9157.0,0.0,0.0,82643.0,3260.6277,539.51211,627473.6203600001,168466.8,30.26,9.82,16.56,23.89
2000,15.0,9061.0,0.0,0.0,86869.0,3841.71091,636.48532,598228.68953,199885.4,25.48,-3.35,27.39,38.29
2001,26.0,10347.0,0.0,40.0,89331.0,4134.529979999998,685.88981,546821.98165,196863.6,27.75,2.39,23.0,31.3
2002,13.0,9042.0,0.0,467.0,91952.0,8876.92083,1474.53725,524576.4816,189781.8,22.44,-11.78,22.81,30.52
2003,12.0,8890.0,0.0,366.0,96368.0,13955.73725,2328.40877,481735.04179,196875.2,25.11,-3.3,27.69,36.26
2004,13.0,10133.0,0.0,359.0,99242.0,15786.31896,2645.50646,459051.86033,196376.4,30.91,4.34,37.66,47.98
2005,11.0,8821.0,0.0,426.0,104884.0,18674.54074,3142.94143,434104.11359,196173.4,29.6,8.61,50.04,61.65
2006,10.0,9350.0,0.0,992.0,113362.0,24633.74733,4164.42623,426435.72744,206775.8,24.73,-9.9,58.3,69.64
2007,11.0,10369.0,0.0,1153.0,122498.0,32566.53947,5530.231760000002,416214.02359,211642.0,33.26,10.34,64.2,74.44
2008,11.0,8497.0,0.0,1759.0,128108.0,61994.34253,10573.21298,429218.66131,229575.6,33.34,16.28,91.48,102.0
2009,13.0,8769.0,0.0,2863.0,123986.0,56992.28069,9780.9067,401479.10564,228891.2,31.8,16.0,53.48,59.93
2010,13.0,9556.0,0.0,3405.0,128542.0,,,,,27.84,5.36,71.21,78.65
2011,15.0,7319.0,0.0,3720.0,136884.0,,,,,24.17,-7.89,87.04,93.21
2012,10.0,8285.0,0.0,5195.0,140964.0,,,,,19.29,-18.3,86.46,90.72
2013,15.0,7168.0,0.0,9433.0,143459.0,,,,,29.03,0.42,91.17,94.25
2014,16.0,8558.0,0.0,10845.0,147493.0,,,,,25.43,-4.37,85.6,87.05
2015,,,,,149641.0,,,,,32.78,7.8,41.85,42.53
2016,,,,,,,,,,31.43,6.57,,
