Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
1983,1150.0,0.0,0.0,1.0,11578.0,1951950.1864599998,0.0,0.0,508257.07579,686157.4,18.77,20.7,29.08,70.34
1984,1286.0,0.0,0.0,3.0,12152.0,2262189.99258,0.0,0.0,598189.7440300001,720760.2,15.63,9.24,28.75,66.67
1985,1068.0,0.0,0.0,3.0,12205.0,2430658.4575,0.0,0.0,497605.3092,745381.2,14.22,-10.17,26.92,60.27
1986,1140.0,0.0,0.0,1.0,10522.0,2363205.30986,0.0,0.0,469950.53547,703754.6,17.91,8.2,14.44,31.72
1987,768.0,0.0,0.0,0.0,10370.0,2536335.9285,0.0,0.0,571511.19812,668542.8,14.86,-5.94,17.75,37.62
1988,789.0,0.0,0.0,0.0,10991.0,2850213.9701799997,0.0,0.0,588311.67144,661107.2,11.42,-23.53,14.87,30.33
1989,680.0,0.0,0.0,0.0,11437.0,2972702.12544,0.0,0.0,753468.48787,624747.0,15.02,-10.46,18.33,35.6
1990,645.0,0.0,0.0,0.0,12705.0,3194481.52465,0.0,0.0,858078.30781,602364.8,15.38,-8.23,23.19,42.62
1991,736.0,0.0,0.0,0.0,12977.0,3356523.8538,0.0,0.0,878303.4011700002,579582.4,17.09,1.07,20.2,35.73
1992,636.0,0.0,0.0,0.0,13179.0,3301794.7898,0.0,0.0,945021.29762,561498.0,14.98,-15.24,19.25,33.04
1993,787.0,0.0,0.0,0.0,13791.0,3633351.04545,0.0,0.0,720973.13548,508468.6,18.5,16.57,16.75,27.94
1994,897.0,0.0,0.0,0.0,14070.0,4093409.9764400003,343.67927000000014,55.98549000000001,791261.7181,461262.4,14.02,-3.31,15.66,25.44
1995,799.0,0.0,0.0,0.0,14608.0,4551802.75082,345.0177,56.40161,776648.7050600002,457527.2,20.28,22.2,16.75,26.48
1996,1232.0,0.0,0.0,0.0,15752.0,4817050.9816,147.4203,24.18471,782621.4576,425517.0,17.3,9.55,20.46,31.4
1997,1381.0,0.0,0.0,0.0,16084.0,4886099.88471,270.39612,44.51668,864585.2289100002,407020.8,17.98,15.97,18.64,27.98
1998,1342.0,0.0,0.0,2.0,14946.0,5450487.52494,329.74965,54.48174,1034061.22503,375735.6,19.57,17.45,11.91,17.6
1999,1170.0,0.0,0.0,11.0,15771.0,5837970.63156,315.7571200000001,52.24601,1099852.87588,354530.8,15.94,6.61,16.56,23.89
2000,1011.0,0.0,0.0,246.0,17349.0,5892281.461,390.57591,64.70966999999999,1236233.28351,352210.8,14.31,-17.44,27.39,38.29
2001,879.0,0.0,0.0,365.0,18831.0,6407633.373319997,440.30674000000016,73.04383,1543692.11129,333111.4,11.91,-30.0,23.0,31.3
2002,584.0,0.0,0.0,447.0,19293.0,6486135.2376,615.74464,102.28078000000001,1632472.66212,317358.6,11.97,-26.71,22.81,30.52
2003,594.0,0.0,0.0,366.0,21235.0,6551331.0375,740.96321,123.62408,1719757.62908,303960.6,15.13,-11.37,27.69,36.26
2004,593.0,0.0,0.0,617.0,23466.0,6908961.893739997,689.3589099999997,115.5243,1777565.48345,299390.2,14.56,-15.91,37.66,47.98
2005,808.0,0.0,0.0,717.0,27454.0,7019843.082660003,659.87776,111.05799999999999,1816933.4961,299430.8,16.27,-5.61,50.04,61.65
2006,843.0,0.0,0.0,759.0,32674.0,7739988.31422,662.7914099999998,112.04733999999999,1995664.3658,306843.2,12.74,-18.07,58.3,69.64
2007,729.0,0.0,0.0,755.0,36331.0,7847633.536,705.4124099999997,119.78841000000001,2240913.02016,313954.0,15.05,-19.2,64.2,74.44
2008,835.0,0.0,0.0,963.0,42872.0,8087435.336,876.6298,149.51031,2469390.73482,307069.4,16.05,-0.92,91.48,102.0
2009,967.0,0.0,0.0,2226.0,37129.0,7459875.528,900.97241,154.62317,2544093.54798,297731.4,17.0,7.19,53.48,59.93
2010,1024.0,0.0,0.0,3247.0,39103.0,,,,,,17.25,5.89,71.21,78.65
2011,1224.0,0.0,0.0,4612.0,41499.0,,,,,,18.55,11.86,87.04,93.21
2012,893.0,0.0,0.0,4369.0,40201.0,,,,,,10.96,-29.86,86.46,90.72
2013,711.0,0.0,0.0,4433.0,40979.0,,,,,,16.32,-10.3,91.17,94.25
2014,869.0,0.0,0.0,4406.0,42021.0,,,,,,18.1,11.19,85.6,87.05
2015,,,,,39864.0,,,,,,16.71,-1.88,41.85,42.53
2016,,,,,,,,,,,17.56,-2.78,,
