Unnamed: 0,Year,HYTCP,WYTCP,SOEGP,NUETP,GDP,CLPRB,EMFDB,ENPRP,NGMPB,PAPRB,PCP,ZNDX,Nominal Price,Inflation Adjusted Price
31,1991,11.0,5859.0,0.0,0.0,53981.0,10055.710079999999,3417.078960000001,550.66221,705045.33118,330182.4,23.15,-12.86,20.2,35.73
32,1992,10.0,8491.0,0.0,0.0,56902.0,8855.05467,3040.82529,491.81892999999997,721567.45563,310955.4,33.79,15.33,19.25,33.04
33,1993,5.0,7900.0,0.0,0.0,58953.0,8234.324779999999,4379.4403299999985,710.80272,752384.4597100002,287825.0,38.47,28.42,16.75,27.94
34,1994,10.0,8529.0,0.0,0.0,63304.0,6945.137640000001,4727.34341,770.08619,789962.0088,271045.6,25.0,0.54,15.66,25.44
35,1995,11.0,10062.0,0.0,0.0,65282.0,6861.4719,4450.22706,727.4988599999997,802497.79722,253848.6,29.68,8.04,16.75,26.48
36,1996,11.0,8205.0,0.0,0.0,69616.0,5592.413360000001,1790.03877,293.66081,788050.2938100002,242376.2,30.76,3.96,20.46,31.4
37,1997,14.0,8430.0,0.0,0.0,74147.0,8090.2332,3101.45133,510.60765999999995,748588.22658,231043.0,30.29,14.0,18.64,27.98
38,1998,11.0,10411.0,0.0,0.0,79118.0,7457.997359999998,3583.78538,592.1185,672278.97288,206137.8,32.31,10.63,11.91,17.6
39,1999,12.0,9157.0,0.0,0.0,82643.0,8957.05092,3260.6277,539.51211,627473.6203600001,168466.8,30.26,9.82,16.56,23.89
40,2000,15.0,9061.0,0.0,0.0,86869.0,4316.06898,3841.71091,636.48532,598228.68953,199885.4,25.48,-3.35,27.39,38.29
41,2001,26.0,10347.0,0.0,40.0,89331.0,3697.10704,4134.529979999998,685.88981,546821.98165,196863.6,27.75,2.39,23.0,31.3
42,2002,13.0,9042.0,0.0,467.0,91952.0,4351.2521,8876.92083,1474.53725,524576.4816,189781.8,22.44,-11.78,22.81,30.52
43,2003,12.0,8890.0,0.0,366.0,96368.0,3307.2347,13955.73725,2328.40877,481735.04179,196875.2,25.11,-3.3,27.69,36.26
44,2004,13.0,10133.0,0.0,359.0,99242.0,1665.48179,15786.31896,2645.50646,459051.86033,196376.4,30.91,4.34,37.66,47.98
45,2005,11.0,8821.0,0.0,426.0,104884.0,3954.77172,18674.54074,3142.94143,434104.11359,196173.4,29.6,8.61,50.04,61.65
46,2006,10.0,9350.0,0.0,992.0,113362.0,9591.2835,24633.74733,4164.42623,426435.72744,206775.8,24.73,-9.9,58.3,69.64
47,2007,11.0,10369.0,0.0,1153.0,122498.0,9313.08,32566.53947,5530.231760000002,416214.02359,211642.0,33.26,10.34,64.2,74.44
48,2008,11.0,8497.0,0.0,1759.0,128108.0,5139.218,61994.34253,10573.21298,429218.66131,229575.6,33.34,16.28,91.48,102.0
49,2009,13.0,8769.0,0.0,2863.0,123986.0,4296.44,56992.28069,9780.9067,401479.10564,228891.2,31.8,16.0,53.48,59.93
50,2010,13.0,9556.0,0.0,3405.0,128542.0,3466.530168115627,64633.30592183219,11141.652737978084,405699.6667956729,146410.40881912597,27.84,5.36,71.21,78.65
51,2011,15.0,7319.0,0.0,3720.0,136884.0,2747.910748889088,73032.45806796933,12645.111130338748,402975.7932726219,122008.41338822244,24.17,-7.89,87.04,93.21
52,2012,10.0,8285.0,0.0,5195.0,140964.0,2093.02049368358,82257.75641107582,14305.274804942852,396278.0373292137,109447.34202948773,19.29,-18.3,86.46,90.72
53,2013,15.0,7168.0,0.0,9433.0,143459.0,1475.4491183101782,92383.3143302993,16136.389696539798,387306.63005284406,99300.36839865148,29.03,0.42,91.17,94.25
54,2014,16.0,8558.0,0.0,10845.0,147493.0,878.5466609976137,103490.87452322904,18154.893422148118,377033.2955722232,89645.55184197614,25.43,-4.37,85.6,87.05
55,2015,17.79895750930252,7901.148163419827,0.0,698.8826135090491,122618.1586689744,293.70107255392935,115667.629200627,20378.31943992095,366015.43041348096,80091.04236089624,32.78,7.8,41.85,42.53
56,2016,18.90215813047696,7598.66853277006,0.0,751.791561632609,128405.73567216654,0.0,129010.57969696585,22827.488731415087,354571.21986257844,70557.12437297776,31.43,6.57,46.12346273712689,45.34334281602651
57,2017,19.235697122077976,6899.956870972172,0.0,796.1957418280159,130584.2517173458,0.0,143624.3566651599,25523.222278187357,342883.2198659554,61027.283908456564,31.818549137305933,11.209211650212817,50.27031775246161,47.86557419563582
58,2018,20.658297136436953,6291.206129058954,0.0,846.5972092353753,133187.44625500686,0.0,159623.39988183414,28489.6285851983,331055.584599955,51498.25894861481,28.772212851081683,5.063709722257896,53.63968414130846,49.564251832694644
59,2019,21.6533547246823,5590.970127164788,0.0,900.7872870933536,135740.73400752153,0.0,177131.95824732442,31751.91199854301,319147.8307367675,41969.43786494434,30.332055246698342,5.532413650744708,56.231561903667796,51.26292946975343
60,2020,23.283526889527433,4769.569919329939,0.0,952.1363364433174,138299.90699413326,0.0,196285.17968831168,35338.56438772028,307194.2948180493,32440.616781271998,28.646331172918156,1.8408941713951847,58.8234396660269,52.96160710681224
